FilePath,SpeakerID
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/1089_134691_1089-134691-0015.pickle,1089
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/1089_134691_1089-134691-0005.pickle,1089
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/1089_134686_1089-134686-0033.pickle,1089
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/1188_133604_1188-133604-0022.pickle,1188
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/1188_133604_1188-133604-0037.pickle,1188
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/1188_133604_1188-133604-0043.pickle,1188
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/121_123859_121-123859-0004.pickle,121
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/121_123859_121-123859-0000.pickle,121
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/121_127105_121-127105-0007.pickle,121
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/1221_135767_1221-135767-0011.pickle,1221
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/1221_135767_1221-135767-0020.pickle,1221
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/1221_135767_1221-135767-0013.pickle,1221
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/1284_1180_1284-1180-0021.pickle,1284
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/1284_1180_1284-1180-0032.pickle,1284
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/1284_1181_1284-1181-0020.pickle,1284
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/1320_122617_1320-122617-0037.pickle,1320
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/1320_122612_1320-122612-0012.pickle,1320
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/1320_122612_1320-122612-0015.pickle,1320
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/1580_141083_1580-141083-0025.pickle,1580
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/1580_141083_1580-141083-0019.pickle,1580
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/1580_141083_1580-141083-0016.pickle,1580
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/1995_1836_1995-1836-0001.pickle,1995
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/1995_1826_1995-1826-0001.pickle,1995
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/1995_1837_1995-1837-0015.pickle,1995
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/2094_142345_2094-142345-0015.pickle,2094
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/2094_142345_2094-142345-0053.pickle,2094
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/2094_142345_2094-142345-0048.pickle,2094
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/2300_131720_2300-131720-0006.pickle,2300
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/2300_131720_2300-131720-0017.pickle,2300
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/2300_131720_2300-131720-0029.pickle,2300
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/237_134500_237-134500-0012.pickle,237
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/237_134493_237-134493-0008.pickle,237
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/237_134493_237-134493-0012.pickle,237
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/260_123286_260-123286-0022.pickle,260
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/260_123440_260-123440-0004.pickle,260
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/260_123286_260-123286-0003.pickle,260
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/2830_3980_2830-3980-0010.pickle,2830
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/2830_3979_2830-3979-0007.pickle,2830
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/2830_3980_2830-3980-0069.pickle,2830
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/2961_961_2961-961-0014.pickle,2961
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/2961_961_2961-961-0010.pickle,2961
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/2961_961_2961-961-0020.pickle,2961
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/3570_5694_3570-5694-0009.pickle,3570
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/3570_5694_3570-5694-0000.pickle,3570
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/3570_5694_3570-5694-0011.pickle,3570
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/3575_170457_3575-170457-0002.pickle,3575
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/3575_170457_3575-170457-0009.pickle,3575
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/3575_170457_3575-170457-0011.pickle,3575
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/3729_6852_3729-6852-0029.pickle,3729
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/3729_6852_3729-6852-0019.pickle,3729
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/3729_6852_3729-6852-0009.pickle,3729
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/4077_13754_4077-13754-0014.pickle,4077
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/4077_13751_4077-13751-0017.pickle,4077
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/4077_13751_4077-13751-0011.pickle,4077
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/4446_2275_4446-2275-0038.pickle,4446
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/4446_2271_4446-2271-0023.pickle,4446
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/4446_2271_4446-2271-0008.pickle,4446
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/4507_16021_4507-16021-0039.pickle,4507
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/4507_16021_4507-16021-0026.pickle,4507
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/4507_16021_4507-16021-0032.pickle,4507
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/4970_29095_4970-29095-0006.pickle,4970
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/4970_29095_4970-29095-0005.pickle,4970
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/4970_29095_4970-29095-0038.pickle,4970
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/4992_41797_4992-41797-0019.pickle,4992
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/4992_23283_4992-23283-0008.pickle,4992
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/4992_41797_4992-41797-0007.pickle,4992
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/5105_28233_5105-28233-0000.pickle,5105
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/5105_28233_5105-28233-0006.pickle,5105
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/5105_28241_5105-28241-0017.pickle,5105
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/5142_33396_5142-33396-0039.pickle,5142
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/5142_33396_5142-33396-0024.pickle,5142
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/5142_36377_5142-36377-0013.pickle,5142
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/5639_40744_5639-40744-0003.pickle,5639
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/5639_40744_5639-40744-0011.pickle,5639
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/5639_40744_5639-40744-0028.pickle,5639
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/5683_32879_5683-32879-0014.pickle,5683
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/5683_32879_5683-32879-0004.pickle,5683
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/5683_32866_5683-32866-0007.pickle,5683
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/61_70968_61-70968-0026.pickle,61
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/61_70968_61-70968-0035.pickle,61
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/61_70970_61-70970-0006.pickle,61
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/672_122797_672-122797-0044.pickle,672
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/672_122797_672-122797-0049.pickle,672
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/672_122797_672-122797-0062.pickle,672
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/6829_68769_6829-68769-0040.pickle,6829
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/6829_68769_6829-68769-0018.pickle,6829
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/6829_68771_6829-68771-0009.pickle,6829
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/6930_76324_6930-76324-0019.pickle,6930
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/6930_76324_6930-76324-0011.pickle,6930
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/6930_75918_6930-75918-0017.pickle,6930
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/7021_79759_7021-79759-0003.pickle,7021
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/7021_85628_7021-85628-0017.pickle,7021
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/7021_79759_7021-79759-0002.pickle,7021
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/7127_75946_7127-75946-0009.pickle,7127
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/7127_75947_7127-75947-0003.pickle,7127
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/7127_75946_7127-75946-0026.pickle,7127
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/7176_92135_7176-92135-0036.pickle,7176
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/7176_92135_7176-92135-0002.pickle,7176
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/7176_92135_7176-92135-0005.pickle,7176
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/7729_102255_7729-102255-0015.pickle,7729
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/7729_102255_7729-102255-0014.pickle,7729
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/7729_102255_7729-102255-0038.pickle,7729
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/8224_274381_8224-274381-0002.pickle,8224
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/8224_274384_8224-274384-0013.pickle,8224
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/8224_274381_8224-274381-0013.pickle,8224
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/8230_279154_8230-279154-0009.pickle,8230
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/8230_279154_8230-279154-0004.pickle,8230
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/8230_279154_8230-279154-0019.pickle,8230
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/8455_210777_8455-210777-0002.pickle,8455
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/8455_210777_8455-210777-0050.pickle,8455
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/8455_210777_8455-210777-0010.pickle,8455
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/8463_294825_8463-294825-0014.pickle,8463
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/8463_294825_8463-294825-0019.pickle,8463
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/8463_294828_8463-294828-0031.pickle,8463
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/8555_284447_8555-284447-0015.pickle,8555
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/8555_284449_8555-284449-0018.pickle,8555
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/8555_284449_8555-284449-0013.pickle,8555
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/908_31957_908-31957-0005.pickle,908
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/908_31957_908-31957-0015.pickle,908
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/908_31957_908-31957-0002.pickle,908
